V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41
Comparison294	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2
Comparison295	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2
Comparison296	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1
Comparison297	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1
Comparison298	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2
Comparison299	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1
Comparison300	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1
Comparison301	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2
Comparison302	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2
Comparison303	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2
Comparison304	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2
Comparison305	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1
Comparison306	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2
Comparison307	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2
Comparison308	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1
Comparison309	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1
Comparison310	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1
Comparison311	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1
Comparison312	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1
Comparison313	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2
Comparison314	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2
Comparison315	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2
Comparison316	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1
Comparison317	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1
Comparison318	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1
Comparison319	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2
Comparison320	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2
Comparison321	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2
Comparison322	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1
Comparison323	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2
Comparison324	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2
Comparison325	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2
Comparison326	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2
Comparison327	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1
Comparison328	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2
Comparison329	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1
Comparison330	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2
Comparison331	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2
Comparison332	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2
Comparison333	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1
Comparison334	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1
Comparison335	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1
Comparison336	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1
Comparison337	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1
Comparison338	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1
Comparison339	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1
Comparison340	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2
Comparison341	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2
Comparison342	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2
Comparison343	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2
Comparison344	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2
Comparison345	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2
Comparison346	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2
Comparison347	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2
Comparison348	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2
Comparison349	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1
Comparison350	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1
Comparison351	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2
Comparison352	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2
Comparison353	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2
Comparison354	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2
Comparison355	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1
Comparison356	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2
Comparison357	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1
Comparison358	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1
Comparison359	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1
Comparison360	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1
Comparison361	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1
Comparison362	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1
Comparison363	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2
Comparison364	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1
Comparison365	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2
Comparison366	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1
Comparison367	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1
Comparison368	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2
Comparison369	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1
Comparison370	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1
Comparison371	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2
Comparison372	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1
Comparison373	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2
Comparison374	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2
